,carat,depth,table,price,x,y,z,Fair,Good,Ideal,Premium,Very Good,D,E,F,G,H,I,J,I1,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
28002,0.00045218118735482617,0.09284787047019098,0.08742169622193306,0.9917840709315854,0.006496336391664336,0.006526481804154658,0.004009339861212793,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
43827,0.000352808821822108,0.04392815722687031,0.03943157420364736,0.9982414311554937,0.003500416938078169,0.0034934991180424414,0.0022206202314685617,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52292,0.0004505363868796589,0.11173302394615542,0.10993087839863679,0.9875757600402124,0.007190560734599357,0.0072806680119752885,0.004487342413321403,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42010,0.0004022524442914024,0.04874353148472288,0.04574635640961047,0.9977438078992629,0.004030411745743268,0.004006749837255538,0.002484500391211603,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45826,0.00037921096929898715,0.03494574932462974,0.03442068798252345,0.9987833529844092,0.0033195544850942106,0.0032787163807081656,0.0019777310552670253,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
33151,0.00037787177028089305,0.07362404814505141,0.07191753047281513,0.9946560146748669,0.005290204783932503,0.0053267730197661374,0.003205815341415318,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34148,0.00038457839633978543,0.0719045062247417,0.06526178846978177,0.9952422741641719,0.005174327514389841,0.0051393658419953145,0.0031815121879018612,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13122,0.00018597993082239314,0.011913763885355285,0.010495897086016247,0.999872301352074,0.0011655969921839095,0.001150865908554413,0.0007494438796506338,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31586,0.0004536634241967934,0.07673392774985764,0.07517851029546863,0.994170989596973,0.005949471763037948,0.006001319011517582,0.0035385747087349887,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31780,0.0005401774200296385,0.0806407719901389,0.07073751928959553,0.9941836801974062,0.006173456228910155,0.0062120403303408435,0.0038841328773559724,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18699,0.000656186233476509,0.09586720825668997,0.09602725367948912,0.9906811671267295,0.007650171209799301,0.00768218029435913,0.004593303634335563,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35546,0.0003847127618578241,0.06748961022305829,0.06045486257765808,0.9958564635519677,0.0050562248701314025,0.005001265904151714,0.0030886938880585312,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
44343,0.00035391882405946096,0.03949986875663626,0.036023880306052275,0.9985566821677647,0.003317988975557446,0.003336948912560632,0.002079273091349333,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30110,0.0004414133249822107,0.08428235673879086,0.0800061651530257,0.9931799812099741,0.006138404050533868,0.006097021551316785,0.003738219095943097,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23183,0.00018408733122646787,0.005558365049653544,0.005361766928926248,0.9999695322447453,0.0007274130466909944,0.0007238385354050435,0.00045128204985129253,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
39516,0.00029541213518294074,0.05612830568475874,0.05262028657946132,0.997015956242425,0.004117306634112237,0.004080380117214369,0.0024925398906060626,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44540,0.00034242469559336207,0.03810252976420683,0.03536313219945993,0.9986349304213685,0.0032872770776962755,0.003305954788365004,0.002017192752222715,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14768,0.0001699015726643534,0.010328669862961682,0.009924943353660249,0.9998959880365511,0.0010799684123813356,0.0010900615751138715,0.0006661487403473659,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26189,0.0001286980717694954,0.004169817525331652,0.003732244081315367,0.9999840176489794,0.0005135053063602868,0.0005077138931306594,0.0003307540444476032,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13111,0.00023394198838811304,0.011236583694232201,0.011236583694232201,0.9998717424965966,0.0012912860933863562,0.0012802337159821934,0.0007847187956955602,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3695,0.0002029543040693677,0.018178906950213364,0.016526279045648514,0.9996949149016855,0.0016381311685598966,0.0016439298629618783,0.0010292682563517934,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20181,0.00017496245668139265,0.006801520667018376,0.0070680197732218225,0.9999509941459725,0.0008701775163425555,0.0008632253657459439,0.0005086656853187508,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
17092,0.00015261509972672513,0.009112882397143874,0.008364481427330126,0.9999223937864471,0.0009582467319379952,0.0009509094675280565,0.0005928509643230475,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
14664,0.00017061998491513716,0.00998380307770753,0.009797979331760352,0.9999006838739573,0.0011081852485577224,0.0011200103960270886,0.0006588296447218167,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24662,0.00016530489164994291,0.004682357163479778,0.004305615782510141,0.9999792654879802,0.0006443046474541962,0.0006404603476483835,0.0003913497202317253,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1184,0.00024222019250794862,0.02104927588414145,0.019445846440778975,0.9995847380961823,0.0019616424041136683,0.0019445846440778974,0.0012042778585254347,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
24816,0.0002272162772796689,0.004521603917865411,0.004544325545593378,0.9999788363078228,0.0007134591106581603,0.0007013409092032447,0.00042262227574018415,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10105,0.0002268498443879893,0.013165771342517884,0.012296533621031195,0.9998353889100537,0.0013844200783678226,0.0013929004463823268,0.0008628774454758097,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40860,0.0002803975625537341,0.052001002509965234,0.04673292709228902,0.9975355710244965,0.003806609334062815,0.003832100021567699,0.002336646354614451,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6771,0.00021173706811493016,0.015235333866660492,0.013629052660271366,0.9997883630070495,0.0015016295520334701,0.0014797257174008912,0.0009345636109900365,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46603,0.00030201767048938083,0.034732032106278794,0.03132035101371356,0.9988954805445076,0.0029362829075356466,0.002919504148064014,0.0018176989427601622,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001,0.0002997906834718523,0.020082752236877846,0.018374267696661915,0.9996246338131333,0.0019986045564790154,0.002005051667951528,0.0012475160699312563,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
28377,0.0003565510787803921,0.08735501430119605,0.08616651070526142,0.9924005026054246,0.006061368339266665,0.006016799454419116,0.003550654492854738,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29920,0.0004457857996994821,0.08511722613011986,0.07801251494740938,0.9932664849554086,0.006157416358349097,0.0061992087770709236,0.003775248491204989,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36759,0.0005419026583596678,0.06304829005915366,0.05835874782334884,0.9962671949843124,0.005471132608438954,0.005450290198502044,0.0033035219750002826,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50864,0.0002592260828962848,0.02652746914971981,0.025490564818134675,0.9993165495651779,0.002320073441921749,0.0023373551807815015,0.0014300638906445046,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
32016,0.0005364900230342562,0.0789406748178977,0.0779187890597372,0.9937838998110746,0.006182408836870952,0.006131314548962928,0.003806524449147818,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
33071,0.00039110627797368265,0.07504351708620036,0.06722139152672671,0.9948765945955553,0.005402155464511491,0.00546326582044488,0.0033366254339629803,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7301,0.00021408702430383372,0.015223966172717063,0.013796719344024839,0.9997864034989035,0.001443898041693634,0.0014320043181211986,0.000920574204506485,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31461,0.0005197447098154225,0.08211966415083675,0.07146489759962059,0.9940117575219956,0.006132987575821985,0.006081013104840443,0.003859104470379512,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
49114,0.00029998466227230334,0.029708158489547463,0.028546927538815967,0.9991424638585588,0.0026611542620930137,0.00264663887520887,0.0016305617933188104,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
43884,0.0003710403357985018,0.04232608275034761,0.037791145312810366,0.9983733479911538,0.003593594363381786,0.003607336598040989,0.0022193708974614086,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4300,0.00030074740632952653,0.017571445684623262,0.016429719419853765,0.9997066562250002,0.0018128385325974236,0.0017989150415636493,0.0011389415665627439,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37450,0.0003240663928099706,0.06187642687715376,0.055698911264213696,0.9965041578906595,0.004526802424564276,0.004496421200238342,0.0027545643388847503,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
45439,0.000209074358579295,0.03667761604791061,0.03285454206246065,0.9987780786988036,0.002717966661530835,0.0027299137677353666,0.00167259486863436,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11422,0.00021988065723740975,0.01239327340792673,0.011293870121739682,0.9998573159104759,0.0013152861132928692,0.0013252806886218424,0.0008175562619100053,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
41810,0.00043102853124405235,0.050925222765500995,0.04310285312440523,0.9977512297316026,0.004134681096007761,0.004126699086169908,0.002634063246491431,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
41619,0.0005680098566508734,0.1153647605404705,0.10968466197396176,0.9871619577656559,0.0085201478497631,0.008559320943325231,0.005033742522733602,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7764,0.00025911241069705686,0.014496288922781288,0.0135392070454318,0.9998004099238689,0.0015476714260553937,0.0015196592735476036,0.0009570818773494892,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
573,0.0002998999992635221,0.022051470534082507,0.020110941127083247,0.9995490563688919,0.002123997641842827,0.002141638818270093,0.00133367293790131,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14743,0.00021220777194572597,0.010256708977376754,0.009263037664297561,0.9999028111442659,0.0011789320663651442,0.0011873530096963238,0.000720832749148974,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
48512,0.0003021380404224489,0.030969149143301015,0.02971024064154081,0.9990697869968977,0.0027192423638020403,0.0027343492658231626,0.0016768661243445914,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18271,0.00013609144467945403,0.008286756284937052,0.007680408264087999,0.9999352583824043,0.0008731411500226357,0.0008677513898373108,0.0005349336983934976,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38662,0.0004025114120237181,0.05970585945018485,0.054626548774647454,0.9966949250111115,0.004600130423128206,0.004571379607983655,0.0028559143043587615,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34702,0.0003530656482372063,0.07084091393662657,0.06377960097188244,0.9954173437397367,0.004908751431943094,0.004942919075320889,0.00306369868954221,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
50386,0.0002441681966305309,0.027213655369911893,0.02486076183874496,0.999313837482409,0.0023440146876530965,0.0023617723746807715,0.0014428120709985915,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2990,0.00027550146548629766,0.017226410314472897,0.018467680653477096,0.9996767461931373,0.001940620212930954,0.0018891529061917554,0.0010898959074183204,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14940,0.00016778492513455572,0.010366118146927006,0.009635173918618052,0.9998984795890009,0.001066514078578067,0.0010631916048130265,0.0006644947530081415,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
33995,0.0004934791967049507,0.07214195875639041,0.06579722622732677,0.9951830466883174,0.005663261257423483,0.005698509771473835,0.0034896028909850094,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32677,0.00038443260247453975,0.07713454152876249,0.06944588947927169,0.9945643457567125,0.005406858538029011,0.005357254331258102,0.003348283957036314,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9537,0.00021862326400822585,0.013680188401306807,0.012771061956916165,0.9998226301524705,0.0013528667327241698,0.001359360493041246,0.000857176361854034,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
26933,0.00017678013956091258,0.0038184510145157116,0.003476676078031281,0.9999863227828956,0.0005262155487596498,0.0005144302061222556,0.00033706079942947333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35512,0.00045149710879017455,0.06959662750131472,0.06387032270690275,0.9954960642593118,0.0051977228133893265,0.005153674314970773,0.0032706010075776062,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7051,0.0005640262948902616,0.10665224485197675,0.09571355307228682,0.9896097719438227,0.0075374423044425876,0.007571625716254118,0.0047173108299912786,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27966,0.00045236202075964416,0.09273421425572706,0.0829330371392681,0.9921806988661529,0.0064536981628375905,0.006498934364913555,0.003980785782684869,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8032,0.0002307394575161259,0.014213550582993357,0.014305846365999807,0.9997940694173736,0.001469810344377722,0.0014536585823515932,0.000899883884312891,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
46048,0.0002885174042898305,0.035199123323359324,0.03231394928046102,0.9988472536513933,0.002965958916099458,0.0029717292641852546,0.0018118892989401358,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38713,0.00031570368629876665,0.05883568699204287,0.05261728104979444,0.9968583064342873,0.004247649597474315,0.004276349932592384,0.0026212972741170323,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
44434,0.0003014636370931166,0.03925307774649956,0.035170757660863604,0.9985982978709488,0.0031276852348410852,0.0031528072045988445,0.0019595136411052583,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
37418,0.000364841926587047,0.0635433022139107,0.05878008817235758,0.9962211495418535,0.004611196572141845,0.004570658580298839,0.002878197420853371,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16730,0.0003728618425019159,0.09970001440812098,0.09402602984830923,0.9905155902985678,0.006371074091445781,0.006452131013728805,0.003939366422955025,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51970,0.000525895853736504,0.10409111036025977,0.11061947268250603,0.9883215182289473,0.00796097516518363,0.008015378184535682,0.004587987965356397,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20932,0.00016520071990337238,0.006695552356348603,0.006345458115493774,0.999956675441605,0.0007986524869500784,0.0008041227094634352,0.0004901319371967605,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17563,0.0001696703386633166,0.008836996805381074,0.008483516933165831,0.9999238625224792,0.000950153896514573,0.0009586374134477389,0.0005966740242993301,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
38025,0.0003255642999095856,0.060870658498246764,0.058206950589895605,0.9964240694202467,0.004390185256356533,0.0043704540866650425,0.0027031702477341353,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12831,0.00018685666957833454,0.011435628178194076,0.011211400174700074,0.9998700389136682,0.0011940141186055576,0.0011996198186929078,0.0007324781447470714,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
28694,0.0006285725512533345,0.09077757077402808,0.08039881469519396,0.9925599123279399,0.007075095693177068,0.007104331625793502,0.0044000078587733416,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38281,0.0005662571820860956,0.12680116184570783,0.11729613057497693,0.9848830274140304,0.008372516906558698,0.008392740377347488,0.005258102405085173,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48635,0.0006811304037957156,0.11266265057377782,0.09940822109450984,0.9885595319954034,0.008504925582530286,0.00865219702118882,0.005246545002210242,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22215,0.00014603709971841903,0.006123822381525704,0.005646767855778869,0.9999647008052546,0.0006980573366540429,0.000710713885296306,0.0004429792024792044,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20108,0.0001748168196683296,0.007155835151756959,0.006526494600950972,0.9999522085028454,0.0008554369709103596,0.0008600987527681817,0.0005267813499338998,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46607,0.00030201059335321044,0.034899001898593206,0.0318788959650611,0.9988720735719144,0.0029250285245135013,0.0029026573694503005,0.0018176563488850627,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38318,0.0005086355485138288,0.060645007707418035,0.052819845422589905,0.9967300460299835,0.0050570111265701816,0.005076574032282252,0.003139846366787289,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
48173,0.0002929284976944005,0.03181100703032174,0.029806759414517946,0.9990403500314291,0.002733999311814405,0.0027494166011667416,0.0016959018287570555,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14594,0.00017997763434013205,0.010526993706686968,0.009847832822384583,0.9998946119141864,0.0011155217524666675,0.0011036364369913757,0.0006876503953561648,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
34299,0.0004176759944695774,0.06903256019705516,0.06497182136193426,0.9954611201524929,0.005429787928104506,0.005487798482891948,0.003248591068096713,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9314,0.00024242182062403649,0.013693556894709087,0.01244868808609917,0.9998262115467018,0.0014392430611823426,0.0014545309237442188,0.0009041678715166765,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40921,0.0005927902931303226,0.12033642950545549,0.11460612333852904,0.9860078542401033,0.008516420544638968,0.008555939897514324,0.0051967949031091615,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2603,0.00022359159446866714,0.01965742768037032,0.018011545109975966,0.9996407536036661,0.0017576783676286891,0.0017732055616890131,0.0011179579723433358,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
21295,0.00015872363320168286,0.006359526903614093,0.006348945328067315,0.9999588891706019,0.0007851529055709911,0.000777745802688246,0.0004698219542769813,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22804,0.00014315615143950517,0.005790897222746435,0.005264452020678577,0.9999688075067886,0.0006853023507620182,0.0006797608223191987,0.00042762127817090893,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
46065,0.00029914723861429216,0.03578261200347879,0.03624283852442386,0.9986915504507907,0.003002978049166548,0.0029512025655602284,0.001852411746803886,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
44042,0.00032896312524205836,0.040249605911969494,0.036766466938818285,0.9984998389700125,0.0032960815097782714,0.003321882539209021,0.002064082354459974,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8299,0.00020515830993362845,0.014087537282109151,0.013677220662241895,0.9998048304098826,0.0014041946546568347,0.0014155923385420362,0.0008707830488294007,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10779,0.0001852333308950334,0.012904588719020662,0.01152562947791319,0.9998483572089693,0.0012616447982072832,0.0012781099831757306,0.0007965033228486437,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
41241,0.00037984800140416705,0.04971054279245839,0.04954539148750005,0.9975138819483343,0.004137040189206254,0.004095752362966671,0.0024772695743750027,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4006,0.0002556848656567661,0.01735816143514268,0.015341091939405967,0.9997278247179555,0.0017812712307421373,0.001786953116645621,0.0010909220934688687,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4720,0.0006401417256745051,0.10536386782047935,0.0968863152372224,0.989624505637343,0.008045024390233645,0.008096927773396443,0.0049135202727448495,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
34910,0.00038456084513775496,0.0713699686123304,0.06447049462603538,0.9953339521212481,0.005033222826067675,0.004976669760606241,0.003155661052748048,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
31164,0.0005396327390821644,0.08252432375719929,0.07502211250654481,0.9937139463586198,0.006238680934754779,0.006278166257126644,0.003922208688938658,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
53634,0.000537362614283079,0.11033845679945889,0.10030768799950808,0.9887472102808654,0.007702197471390799,0.007773845819961876,0.004764615179976634,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7933,0.00023617233789990157,0.014239802726317594,0.014124031972445094,0.9997962304429167,0.0014679731591033098,0.00148418106464546,0.000907642710360406,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51192,0.0002978027086443456,0.026759700533899054,0.024249649132468142,0.9993408037222398,0.0023824216691547646,0.0024079476156099945,0.0015060308408585477,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
16226,0.00018497008041096425,0.009233089847180631,0.008786078819520801,0.9999174263549375,0.0010651193796998024,0.0010589537103527704,0.0006366053600810686,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33432,0.0003844269674766702,0.07280085696589443,0.07208005640187566,0.9947047783458842,0.0053339241737388,0.005285870802804216,0.0032195758526171133,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
32924,0.0005401644842697172,0.07648238038637131,0.07243114675434845,0.994393709678343,0.005941809326966889,0.005990915189173227,0.0037197690621300974,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10845,0.00023805905542290042,0.01235444408315397,0.012108176094785452,0.9998480327761818,0.0014037275337005508,0.001391414134282125,0.0008414156269257687,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
46853,0.0002811476675597949,0.03175314833616508,0.034178736056288794,0.9989011247418595,0.002938268760968053,0.0029217306628763,0.0016868860053587695,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22869,0.00014845578491486027,0.005736624775105095,0.005315083657445614,0.9999688425870094,0.0006937100566700569,0.0006827133318615488,0.00043070505499990326,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12681,0.00023743599787796055,0.01190948814752945,0.010741152284955358,0.9998693688416338,0.0012927070995577853,0.0012832850361499295,0.000814066278438722,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
42430,0.00043325548791585275,0.04613790897630222,0.04256545144436448,0.9980078169009029,0.00410452567499229,0.004081722754575665,0.0024855183254119976,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4445,0.0002542116288016987,0.01641322907697924,0.01713165324533187,0.9997148619614629,0.0017518497028290974,0.0017573760425856563,0.0010417150441113087,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23590,8.789077795879558e-05,0.00539408107864765,0.004911543474167988,0.9999730178547281,0.0005575032680327523,0.0005523332222704703,0.00034725474036661396,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23447,0.00010493815382045502,0.005369335537146615,0.004897113844954568,0.9999731574474193,0.0006068923229282983,0.0005972729921614232,0.000369906992217104,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15175,0.0001656387006630431,0.010167920238721458,0.009675924098138161,0.9999001563787858,0.0010577917022540871,0.0010463117923071436,0.0006527148798405064,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
39495,0.00037883670971209765,0.057379901641759185,0.0517435505948231,0.9969873409252522,0.004388961880810888,0.004416681640058115,0.0027350162457263636,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20733,0.0001771511269681164,0.006863213472475453,0.006127869171853083,0.9999568330432985,0.0008333902073720193,0.0008300477332782813,0.0005125126943731669,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14393,0.0004912094291613774,0.10233529774195363,0.0900550620129192,0.9906056821421112,0.006958800246452847,0.007073415779923836,0.004388137567174972,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
34235,0.0004655647457592895,0.07111501491473148,0.06750688813509698,0.9951446440604813,0.005540220474535545,0.005505303118603599,0.0033753444067548487,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53462,0.0002723486566885058,0.023578678222895298,0.02163866039442923,0.9994822620116535,0.0021302888077963946,0.0021414812183452375,0.0013505508728936864,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
14359,0.0002080970129201014,0.010662822149625032,0.009372964631525229,0.9998975480309666,0.0011711906264346202,0.0011815094865794188,0.0007309192602565546,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
32690,0.0003842976618133388,0.07822316922716671,0.07314052273221609,0.994215241207412,0.0053181837715458825,0.005293390374009537,0.0033471086674064995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1989,0.00022923802274810986,0.020373125683670047,0.019049356819913356,0.9996069273635889,0.0018209893638018867,0.001830675477439131,0.0011526475228320454,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41676,0.00026553139592798224,0.049244004335734885,0.04505987324838486,0.9977543362142363,0.0035967434539335773,0.003612836265808001,0.002204715226795974,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
37765,0.0004090062158180205,0.062248750895230444,0.053869111351641734,0.996578560005372,0.00477838969211785,0.0047484624080336045,0.0029727768857017106,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44584,0.0003293699067649768,0.03815719297239542,0.034179895985044756,0.9986744154175805,0.003237768328765149,0.003256411908393355,0.0019948630202180667,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5658,0.00025760164721869876,0.015301537844790705,0.01597130212755932,0.9997519928557698,0.0016872907892824768,0.0016795627398659156,0.000999494391208551,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13794,0.00021875814405897077,0.010973477632876826,0.010315424679203499,0.9998847852841737,0.0012218442680366904,0.0012182872250438616,0.0007523145929832898,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
